shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
-0.31380582709097077,-1.5808739578845103,1.205631162427395,0.5230874486690036,-1.6551652701286068,-0.34821363885004053
-0.31380582709097077,-0.8808739578845103,0.505631162427395,0.5230874486690036,-1.6551652701286068,-0.34821363885004053
0.803805932852076,-1.265534150005654,0.7930680673368765,0.4924078329112908,-1.3882526130365052,-0.34821363885004053
0.6994952392758523,-1.3667768820061064,1.0615147052168636,0.5752427954571154,-0.6688156235181395,-0.34821363885004053
0.624330180669456,-1.2532623037025687,1.0446409165501216,0.5077476407901472,0.7013398501832985,-0.34821363885004053
0.53473792897186263,-0.526155410244775,-0.35895150436524004,0.885106914610015,0.782330201821677,-0.34821363885004053
0.12732040539450823,-0.5062136600022615,-0.6672816427302539,0.9142525495798421,-1.7778837331594581,-0.34821363885004053
0.1564660403643354,-0.4479223900626072,-0.8513593372765309,-0.13959225169759334,1.6781749819468914,-0.34821363885004053
-0.6488738732756262,-0.45559229400203544,-1.8008934449777427,-0.5077476407901472,1.684310905098434,-0.34821363885004053
-0.6672816427302539,-0.9081166264282996,-1.7732817907958012,-0.684155431396996,1.6919808090378623,-0.34821363885004053
-0.6718835850939109,-0.4172427743048944,-1.6229516735830083,-0.5491651220630596,1.6858448858863198,-0.34821363885004053
-0.1303883669702795,-0.05829126993965436,-1.4848934026733007,0.044485442848683596,1.679708962734777,-0.34821363885004053
-0.047553404424454875,-0.007669903939428206,-1.4388739790367313,-0.0674951546669682,-1.6950487706136335,-0.34821363885004053
-0.5015339807878856412,-1.5548459203225514,1.3759030298827011,0.5951845456996288,-1.7241944055834606,-0.34821363885004053
